;target_day_n;target_day_engagement;target_day_prop;random_day_n;random_day_engagement;random_day_prop;comparison_metric;comparison_metric_weighted;hot_topic
aalst;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
sint-martinuskerk;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
berg;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
felix pallas;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
hilversum;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
macron benadrukken;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
thomas degand;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
chaos;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
zuiden;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
tijdrijders campenaerts;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
koopje;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
joli d;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
painted ruins;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
leugendetector;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
maradonna;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
netflix;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
jelle van damme;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
raspoetin;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
mogelijks;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
jette;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
krokettenbingo;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nordmann;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
alles;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
rector ku leuven;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
colombia;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
elk clijsters;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
neuville;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
noorwegen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
lenovo;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gucci grace;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
laatste kans;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
beyoncé;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
hard china-beleid;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
heists grotstraat;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
lichtpunt;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
poetin;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
abc;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
deens;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
vld-tienen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
virginie;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
alexandru c.;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
barbaars;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
erembodegem;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
derti dood;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
transfer van mbappé;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
mikkelsen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
banden;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
marchand;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ronde van de;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nathalie;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ouder joey;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
coquard;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
appelsien;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
spaans supercup;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
taiwan;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
danzel;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
jos mombaers;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
koning filip;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
knokke;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
jong;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
ternat;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
vermiste andy;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
angelina jolie;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
monaco;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
emma plasschaert;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
jacob rinne;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
cypress hill;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
stad tongeren;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
bozar;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gebouw nederlands;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
zulte waregem;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
peter adriaenssens;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gaminglegenen atari;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
dwaas;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
elle;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
bruno mars;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
gemeente hanteren;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
andré maes;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
metrofestivals17 ;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
petit bazart;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
helft;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
victor hortaschool;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
audiencia nacional;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
brussels brost;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
la galaxy;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
véronique de kock;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
huren bestelbusje;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
rally van duitsland;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
windows-app;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
tom cruise;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
evi van acker;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
geberit;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
facebooks;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
hans vanaken;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
sigala;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
tiental;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
netflix-serie;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nice;1;0;0.0007107320540156361;1.0;0.0;0.0009191176470588235;0.0005495923772345501;;0
metrofriend;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
grieks;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
kasteelmoord;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ronde van noorwegen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
vi belgen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
lampaert;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
jeker;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
regionaal overheid;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
engels;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
beernem;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
olga !;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
nederlands dexxi;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
van walle;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
lotus;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
aanvaller;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ebx.sh/2wtkty4;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
seneffe ;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
beau séjour;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
vegas;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
regering-trump verwijderen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
bol;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
syrisch;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
japan lanceren;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
dury;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
los;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
wk zeilen;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
itunes;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
fuck;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
basteyns;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
van wall;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ebx.sh/2i9mn3v;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
instagrampagina;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
lorelei;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
ever;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
cyclisch;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
cora;1;0;0.0007107320540156361;0.0;0.0;0.001;0.000505140052605285;;0
