;target_day_n;target_day_engagement;target_day_prop;random_day_n;random_day_engagement;random_day_prop;comparison_metric;comparison_metric_weighted;hot_topic
wenen;57;1016;0.051583710407239816;0.0;0.0;0.001;51.58371040723981;1644.218126115884;1
johnny depp;12;67;0.01085972850678733;0.0;0.0;0.001;10.859728506787329;88.89070883481394;1
nieuw-zeeland;6;268;0.005429864253393665;0.0;0.0;0.001;5.4298642533936645;88.89070883481394;1
nederland;8;112;0.007239819004524887;0.0;0.0;0.001;7.239819004524887;76.61904249236824;1
amerika;17;90;0.015384615384615385;1.0;5.0;0.0008658008658008658;17.76923076923077;75.38846144035037;1
sinterklaas;4;375;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;70.09924608520211;1
ward verrijcken;5;233;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;69.06940055417985;1
oostenrijk;5;165;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;58.12322433785126;1
kastiop;5;162;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;57.59240751745636;1
turkije;8;245;0.007239819004524887;1.0;6.0;0.0008658008658008658;8.361990950226245;53.43392913941802;1
ward;1;1330;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;33.00376928291488;0
❤ ️ rust;1;1330;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;33.00376928291488;0
fod;5;47;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;31.021061540276214;0
robert fisk;5;40;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;28.617897377089406;0
turks;2;231;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;27.508930594698032;0
kerstmis;4;55;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;26.84596737410195;0
dina tersago;7;16;0.006334841628959276;0.0;0.0;0.001;6.334841628959276;25.339366515837103;0
weyts;4;42;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;23.45969483586556;0
dimitri vegas;3;71;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;22.876424723555722;0
like mike;3;71;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;22.876424723555722;0
thorup;6;15;0.005429864253393665;0.0;0.0;0.001;5.4298642533936645;21.029773825560632;0
uz leuven;3;58;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;20.67630707474364;0
pierre van damme;3;56;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;20.316691692890178;0
amerikan;5;19;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;19.723524631405763;0
terreurexpert van ostaeyen;1;453;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;19.261354437821506;0
prins william;4;28;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;19.15476062309206;0
nieuw-zeelands;3;48;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;18.80960153015975;0
kurz;4;26;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;18.457989189476145;0
joods;3;46;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;18.413565565045975;0
brits;9;54;0.008144796380090498;1.0;16.0;0.0008658008658008658;9.407239819004525;17.2822030834148;0
jess thorup;7;7;0.006334841628959276;0.0;0.0;0.001;6.334841628959276;16.76041554520555;0
utrecht;4;20;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;16.188727438912505;0
verenigde staten;3;29;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;14.620356942446614;0
maradona;5;10;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;14.308948688544703;0
nws;2;57;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;13.664858706372398;0
grijze wolven;1;226;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;13.604793102599917;0
charlie hebdo;5;9;0.004524886877828055;0.0;0.0;0.001;4.524886877828054;13.574660633484163;0
pornhub;2;51;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;12.925662314104708;0
charleroi;2;49;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;12.669683257918551;0
zijn;3;21;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;12.441381977255672;0
portret;2;47;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;12.408424616110487;0
rotterdam;3;20;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;12.141545579184378;0
amber heard;3;18;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;11.51848150349127;0
niemand;2;39;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;11.303163798006151;0
crisiscentrum;3;17;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;11.193951924753827;0
apple pay;2;38;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;11.157310412613532;0
kbc;2;38;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;11.157310412613532;0
fbi;4;56;0.0036199095022624436;2.0;2.0;0.0017316017316017316;2.090497737556561;11.061874259835665;0
berx;1;148;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;11.009524941716235;0
aa gent;3;12;0.0027149321266968325;1.0;1.0;0.0008658008658008658;3.1357466063348416;10.862544883667256;0
genk;6;4;0.005429864253393665;0.0;0.0;0.001;5.4298642533936645;10.859728506787329;0
bekijk;2;33;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;10.39739845527245;0
al;2;32;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;10.238650225325575;0
kaboel;3;14;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;10.158345846445089;0
amersfoort;2;31;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;10.077401561683297;0
jacques vermeire;4;7;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;9.57738031154603;0
brexit party;2;28;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;9.57738031154603;0
in beeld;2;27;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;9.404800765079877;0
ukkel;2;27;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;9.404800765079877;0
mithra;3;12;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;9.404800765079875;0
again;2;26;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;9.228994594738072;0
edward snowden;3;17;0.0027149321266968325;1.0;2.0;0.0008658008658008658;3.1357466063348416;9.142193807981434;0
sebastiaan van doninck;3;11;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;9.00441119553502;0
bette;3;11;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;9.00441119553502;0
westera;3;11;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;9.00441119553502;0
fc kopenhagen;4;6;0.0036199095022624436;0.0;0.0;0.001;3.6199095022624435;8.866931195595214;0
school in;1;92;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;8.680238051244741;0
westmalle voeren;1;92;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;8.680238051244741;0
witte huis;2;22;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;8.489440289273176;0
oost-vlaanderen;4;36;0.0036199095022624436;1.0;9.0;0.0008658008658008658;4.180995475113122;8.361990950226245;0
obese;2;21;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;8.294254651503783;0
interview;2;21;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;8.294254651503783;0
emotionele martine tanghe;1;81;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;8.144796380090497;0
duitser;2;20;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;8.094363719456252;0
prinses delphine;2;20;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;8.094363719456252;0
opbrengst;2;19;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;7.889409852562306;0
izmir;1;74;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.784909743929979;0
dood;1;74;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.784909743929979;0
helft;2;18;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;7.67898766899418;0
marthe van k3;2;18;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;7.67898766899418;0
jezelf;2;18;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;7.67898766899418;0
winterpret;1;71;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.625474907851909;0
west-vlaams;1;64;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.239819004524887;0
carl decaluwé;1;64;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.239819004524887;0
goudjakhals;1;63;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;7.183035233659522;0
ethiopië;3;7;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;7.183035233659521;0
vi;2;15;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;7.009924608520212;0
allerheiligen;1;59;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;6.951263120243084;0
eekhoorn;1;57;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;6.832429353186199;0
lubbeek;1;57;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;6.832429353186199;0
verkiezingsrally;1;56;0.0009049773755656109;0.0;0.0;0.001;0.9049773755656109;6.772230564296726;0
heilige jacinda;2;14;0.0018099547511312218;0.0;0.0;0.001;1.8099547511312217;6.772230564296726;0
roglic;3;6;0.0027149321266968325;0.0;0.0;0.001;2.7149321266968323;6.6501983966964096;0
